language	label	text
ES	clean	Cuando vi que por razones políticas algunos amigos iban a convertirse en enemigos, decidí irme a buscar trabajo productivo en otras latitudes, con la ilusión y esperanza de poder gozar la vida como lo había visto en las películas americanas, admirar a las rubias, colorinas y morenas en su propio ambiente y conocer otro poco del mundo, que en una vuelta anterior viajando como turista me había gustado bastante.
ES	toxic	¿Te crees muy guay por insultar a la gente que no piensa como tú, facha de mierda?
ES	clean	Fijense que los desmembrados, desfigurados, ciegos, invalidos, etc. Son los latinos, negros o blancos pobres que no tuvieron oportunidad, más que enfrentar esta injusta guerra
ES	clean	Qué triste es ver como se diluyen los principios de una sociedad libre y democrática, los españoles nos merecemos algo mejor.
ES	clean	Un cuñado llama facha cuñado a Ciudadanos es llamado facha por un cuñado de... bucle que acaba con el Universo https://t.co/AZYJRINyOk
ES	toxic	Azucena es una maruja psicópata que, harta de su marido Felipe y locamente enamorada de Pablo, su amante, decide eliminar a su marido de la ecuación y poner en marcha
ES	toxic	La verdad que me da asco y pena la gente que defiende a este gobierno de mierda, lleno de mentirosos, corruptos y asesinos. No tienen vergüenza ni dignidad, son unos vendidos al capitalismo salvaje que nos condena a la pobreza y la miseria. Son unos fachos pobres, ignorantes y cipayos
ES	clean	¿conocen la realidad? ¿conocen el frío? No, sólo conocen el teclado, solo conocen el papel, solo conocen los libros, solo conocen el abrigo de sus casas.
ES	clean	Todos los niños deben recibir su primera dosis de la vacuna contra la hepatitis B al nacer y completar el esquema de vacunación a los 6 y 18 meses
ES	toxic	Una pava tonta del culo, subnormal y acarajotada del coño se mata buceando en solitario, algo que hizo porque es más que probable que el curso se lo hiciese comiéndole el cipote al profesor y sin leer ya que está escrito mil y una veces en todos los capítulos de esos cursos que siempre, siempre, siempre hay que ir a bucear con al menos una persona más
ES	clean	Nicolás es sordo ciego mudo y dictador https://t.co/shYF8rhP70
ES	clean	La discriminación racial se tornó más patente cuando los japoneses fueron privados de la ciudadanía nacional, con la prohibición de voto, tenencia de tierras y trabajo en ciertos organismos oficiales.
ES	clean	Mirando hacia atrás, nos damos cuenta de que estas actitudes discriminatorias han empobrecido la cultura catalana, y que la única manera de avanzar es abrazando la diversidad y el respeto a la lengua y cultura de todos
ES	clean	La generación Milenio y Nativa están expresando menor preocupación por el virus, es la generación Baby Boomer la que indica que le tomará más tiempo sentirse segura de que el brote está bajo control
ES	toxic	Tu, sucio chulo ignorante y prepotente que eres solo un delincuente y todo te vale para imponer tu repugnante miseria mental al Pueblo Noble de Catalunya, cansado de las acciones de violencia de los sucios fascistas como tu
ES	clean	Es el mismo sistema que educó a la generación X y a la millenial, y que hoy, ante una generación Z que propulsó el estallido social, hace aguas por su falta de modernidad y adecuación a un mundo que ha dejado atrás dichas ideas en las cuales se sustenta
ES	clean	La educación y el arte esenciales para romper estereotipos y transmitir valores de igualdad de género #DiaMundialdelaMujer #DiaDeLaDona https://t.co/Gm6oUwwEok
ES	toxic	Con mensajes como “fuera los venecos” o “Maduro llévate tu basura”, criticaron lo que denominaron “la delincuencia extranjera” y el ingreso de venezolanos a su país
ES	clean	Sin embargo, la mayoría de personas de la Generación Z ve la diversidad simplemente como una forma de vida, lo que permite anticipar los tipos de cambios y alianzas culturales que podemos esperar para el futuro
ES	clean	¿Qué buen profe de inglés es Leo! en cuanto te descuides Gonzalo habla inglés como un «guiri»!! Y haz caso a los consejos que te han dado, pásate a la compra online, al menos para lo «gordo» y te quitas de perder tiempo y de cargar!! Este finde me pongo a ello, tengo que ver como se hace y si me resulta más cómodo seguro que alguna vez tiro de la compra online
ES	toxic	No entiendo cómo puede haber gente que se sienta atraída por los travelos, si son unos seres deformes que no encajan ni en un género ni en otro, y que encima tienen unas enfermedades que te cagas
ES	clean	La contaminación lumínica ha llegado a tal punto que muchas personas no pueden disfrutar del espectáculo de las estrellas en el cielo nocturno. Solo en lugares alejados de las ciudades se puede apreciar la vía láctea y el contraste entre el negro del espacio y el blanco de las galaxias.
ES	clean	Mientras el pueblo intentaba rodear el Congreso nosotros emitíamos nuestras mongueradas
ES	clean	es que Mabel es tremendo mujerón, es una mamacita, me lleva 12 centímetros y ustedes saben que yo soy una cosita chiquita, chiquita, y al lado de esa mujer me veo más chiquita
ES	toxic	Cómo se nota que eres un friki de los cómics, no tienes ni puta idea de la vida real, solo sabes de superhéroes, villanos y fantasías. Vete a hacerte una paja con tu muñeca hinchable, que es lo único que vas a mojar en tu vida.
ES	clean	"Veamos: el interfecto, llamado también Alytes obstetricans, es un sapo muy simpático que vive la sexta parte de lo que sus colegas comunes y que se caracteriza por lo que los especialistas llaman ""fonotaxis positiva"", un rasgo compartido con otros bufónidos africanos y que consiste en un cortejo con una serie de cantos mediante los que el macho atrae a las hembras y las hace olvidarse de lo asqueroso de su aspecto"
ES	toxic	el picapleitos de la defensa podrá insultarle y zarandearle a uno ante el tribunal, en público, frente a un jurado de retrasados mentales, sin que un juez político haga algo más que un ademán superficial para impedirlo
ES	toxic	La vacuna va a alterar el ADN
ES	toxic	"me dan pena y asco. 
Ladrones, corruptos, evasores, coludidos, traficantes, violadores...y se creen superiores los hijos de puta."
ES	clean	jajajajaja Bea, una pregunta urgente jajaja: cómo oscurezco el pelo de forma natural??? estoy chata de que se me aclare! sol maldito!… probe el romero pero no me funciona mucho
ES	toxic	Pero que uno de los componentes de la murga sea la colaboradora de Sálvame – mujer de aspecto deprimente, de antipática presencia, timbre de voz anómalo, desastrosa construcción de la frase, aspavientos con mímica de esquizofrénica, elocución trabada, elocuencia de pueblo llano y estupidez manifiesta- eleva a los altares del españolismo al dueño de la ocurrencia
ES	toxic	Todo esto por no hablar de que, a juzgar por los versos de Safo, su academia estaba muy lejos de ser un paraíso de las camioneras tatuadas, con piercings y con corte de pelo de marine matatalibanes que hoy decoran el panorama «lésbico», ya que era un reducto de feminidad idílica, incorrupta y pura, en el que la llegada de un hombre viene a señalarles a las chicas que la adolescencia ha terminado y que ahora deben poner al servicio de su estirpe toda la feminidad cultivada
ES	clean	Disfunciones Sexuales: En los dementes son frecuentes y pueden tener un amplio abanico de presentación desde la apatía, al exhibicionismo, tocamientos, actividad sexual compulsiva, cambio en la apetencia de sexo, etc.
ES	clean	Con diseño ergonómico para daptarse a una variedad de tamaños de pezones, gracias a sus orificios
ES	clean	Me encantan las mariquitas, ademas ahora tenemos tiempo en que los dibujos animados sobre las mariquitas están de moda
ES	toxic	No sé qué chingados le ven a ese güey, si está más feo que pisar mierda descalzo y tiene una voz de pito que da pena ajena
ES	toxic	¿Y qué me dices de los juden de Hollywood, que nos venden sus películas llenas de propaganda sionista, degeneración moral y violencia gratuita? Son los mismos que financian las guerras de Israel y los lobbies que controlan a los políticos occidentales
ES	toxic	Mt: Vaya, así que entre tú y yo no ha pasado nada¡¡¡¡¡¡¡¡¡¡¡¡ joder pues yo pensaba que el estar juntas casi un V: Pero tú eres gilipollas, - la agarraba fuertemente de los brazos- quien coño te crees que eres para venir y y a mi tampoco, sólo le importa ella , da igual el daño que haga a la gente
ES	toxic	No me importa lo que digan los demás, yo soy feliz con mi novio, él me quiere, me respeta y me hace el amor como nadie. Aunque sea un poco celoso y controlador, eso es porque me cuida. No soy una puta que se deja coger por cualquiera.
ES	toxic	@CMonteroOficial Vaya nivel de periodista que tiene usted, que se dedica a difundir bulos, manipular y atacar a todo el que discrepe de su sectarismo. Qué vergüenza de profesión y de persona. Cínico
ES	clean	Mi momento preferido del día es cuando un hombre abiertamente machista viene a explicarme qué es el feminismo y cómo tengo que reivindicarlo
ES	clean	Con respecto a que la mujer que está menstruando lea el Corán, si ella lo mira o lo piensa en su corazón, sin hablar las palabras en voz alta, no hay nada de malo en eso, como si colocara el musjaf, y mirara los versos y los leyera en su corazón
ES	toxic	Mientras que el artefacto invade ese coño, ella jadea dichosa, las chicas saben como satisfacerse solas
ES	clean	"@AlmuCerLop @dnmartinm es víctima directa del patriarcado, que es contra lo que lucha el feminismo. Tener un ""pensamiento machista"" no &gt;"
ES	clean	Las mentiras y falsas promesas de unos y otros se parecen tanto que me da vergüenza de escuchar que la gente se deje engañar tan fácilmente.
ES	clean	El turismo es una de las principales fuentes de ingresos de la isla, que ofrece a sus visitantes bellezas naturales, playas de arena blanca y agua cristalina, música, gastronomía, cultura y tradición, así como la calidez y hospitalidad de su gente
ES	toxic	Que asco me dan estos seudoartistas que pretenden ser vanguardistas y provocadores, pero lo único que hacen es reproducir el machismo y la violencia contra las mujeres. Que pinten un cuadro de su madre o de su hermana desnuda y violada, a ver si les gusta.
ES	toxic	EL DEMENTE(GRINGO) QUE VIVE DE LOS IMPUESTOS DE LOS CIUDADANOS, DEBE SER DENUNCIADO Y PROCESADO LEGALMENTE POR NEGLIGENCIA MÉDICA, POR ACTUAR CON PREMEDITACIÓN, ALEVOSÍA Y VENTAJA SOBRE LA POBLACIÓN YA QUE ÉL DICTO LAS ACCIONES QUE EL GOBIERNO DEBE IMPONER PARA PROTEGER A LA POBLACIÓN DE LA PLANDEMÍA
ES	toxic	Y que tio no se da cuenta cuando ya ve que futbolista es imposible y que para astronauta hay que estudiar muchismo no se da cuenta de que si no tiene un buen coche con esa barriga no liga ni muerto
ES	toxic	Pero sin duda es mucho peor la caterva de canallas que violaron y mataron niños y que están en la calle o pagando por pecadillos económicos
ES	clean	La violencia de genero es un acto de cobardía, no toleraremos sus consecuencias.
ES	clean	 el alcalde del municipio Miranda, Pablo “Pito” Acosta puso en Frente a los pronósticos meteorológicos
ES	clean	Los cristianos y los musulmanes deberían trabajar juntos para encontrar una solución que satisfaga a ambos bandos.
ES	clean	Ya debe de estar hablando hasta chino mandarín, jejej
ES	clean	de repente una señora muy palida y delgada vestida con una falda larga y con gafas suelta una risita histerica
ES	clean	Guardiola y Puyol 'roban' una de las joyas de La Masía EL INDEPENDENTISTA ..menuda RATA  https://t.co/BO7FxQ7QM7
ES	toxic	Dies, veinte, treinta o cuarenta mujeres prietas y gordas, no importa, ni siquiera se necesitan palabras que reafirmen la exquisitez de un buen trasero o las ganas de reducir el costo del viaje
ES	toxic	¿Qué sabrás tú de los juden, si eres un moro disfrazado de español, que cobra el paro y se aprovecha de nuestras mujeres y nuestros servicios?
ES	toxic	Pudiendo ver películas maravillosas y seriazas, os ponéis esa mierda, y sois tan retrasados que encima cortáis por una discusión por un programa donde van subnormales a hacer el sub penal delante de toda España
ES	toxic	Por ello, Cabello explicó la semana pasada que si Vargas Lleras fue capaz de llamar a sus compatriotas “venecos con mucho cariño” entonces “no debe molestarse que yo le diga hijo del puto”
ES	clean	Unos meses después se fue al gabacho a buscar chamba, unos meses después de eso dejamos de saber de él
ES	clean	Somos europeos y establecimos las bases de la civilización occidental
ES	toxic	"SE SUPONE -como bien lo has interpretado- que así como la base misma de toda sociedad es, por antonomasia, la familia nuclear; también se pretendía hacernos creer que las estructuras más sólidas en las cuales descansa la famosísima y súper peliculera ""revolución"" bananero-merenguera/caribeño-bolivariana-split/capitalista-mitómana (demagoga)/absurdo-llamatontos"
ES	toxic	Que te jodan mala leche de hambre que no puedes ni con la punta de tu lengua ctm
ES	toxic	el precio de la resistencia es una bala en la cabeza
ES	toxic	Que mierda te pasa enfermo te gusta pegarle a las mujeres la concha de tu madre ojalá te pudras en la cárcel hijo de puta
ES	clean	aquel era el fin que él y todos habían de desear, 
ES	clean	Un estúpido debate, derivado de la rebatiña política española, ha intentado dilucidar estos días en todos los medios de prensa si Vargas Llosa era «de derechas o de izquierdas»
ES	toxic	Y así, el mundo se llena de idiotas que cada día se autodenominan como superiores, cuando en realidad, sus “grandes” ideas, son solo rebuznos en la oscuridad
ES	toxic	Y el gobierno se preocupa solo por el beneficio propio ¡Malditos zurdos!
ES	clean	Ahora que la flaca anda cansada, la veo pasar en la calle desvelada
ES	clean	Parafraseando a Diamond, lo que pasó con los pascuences es un duro recordatorio de lo que nos puede pasar a todos si sobrecargamos los ecosistemas que nos mantienen
ES	toxic	Eso si,si alguien,porfavor,tiene la escena post creditos a mano que me la pase,que los subnormales de mi cine cuando termino la pelicula y poso el nombre de bayona,encendieron luces y pararon los muy hijos de la gran puta ¬¬
ES	toxic	Vamos a seguir ahogados en esta corrupción e injusticia, mientras estos sátrapas siguen sin hacer nada para cambiar las cosas.
ES	clean	Detrás de él hay mujeres de refajo, huipil y tocoyal*
ES	clean	Así la gente se mantiene sumisa y sin educacion bajo el manto de la ignorancia
ES	toxic	Todo el dia dando por culo los independistas de cataluña… Una tierra que nunca ha sido independiente, un idioma que viene del castellano, es decir, un dialecto mal hablado, una tierra donde abunda la ignorancia y sobran los inmigrantes que apoyan la indepedencia ya que a ellos se les compran con derechos sociales para que voten x la mierda de independencia
ES	clean	pero lo que mas me indigna de todo esto: por criticar a trump me han llamado podemita xDDD
ES	toxic	No tienes ni idea de lo que hablas pendejo ctm, eres un títere de los medios y de los políticos corruptos, te lavaron el cerebro roto ctm
ES	clean	-A ver, ¿qué animal tiene las orejas grandes, la trompa larga y la piel gris? - Un elefante, maestra.
ES	toxic	En estas marchas se han instalado temas, algunos con más énfasis que otros, pero todos en igual rango de importancia, ya que en la base de cada marcha, está la igualdad de derecho y el respeto a las diversidades sexuales e identitarias,” Siguiendo con lo antes mencionado, muchos temas se han levantado, pero muchos otros se han quedado en la maleta del olvido o han sido “deseo” de olvido, hablo del VIH/ SIDA, pandemia ochentera que se llevó a toda una generación de “rosas”, cada uno la puede llamar como más les acomode; locas, gay, HSH, fletos, etc. Murieron y hoy son historias que se cuentan en algún libro comercial o en una buena tesis de pregrado
ES	clean	¿Por qué el Gobierno gallego no ha tomado medidas para controlar a estos elementos? ¿Es que el Presidente gallego no está preocupado por la seguridad ciudadana?
ES	clean	¡No hay problema señorita!
ES	toxic	Zapatero metió fetos-bomba en los trenes del 11-M para que mintiesen sobre los trajes de Camps
ES	clean	Cerca de El Cabo, Cavendish encontró a dos aventureros japoneses, de los que sólo se conoce sus nombres de pila, Cristhoper y Cosmas, que lo acompañaron durante sus expediciones, entre 1587 y 1591 y que fueron los primeros japoneses en casi circunnavegar el globo terráqueo
ES	clean	Freud lo hubiera calificado de histérico y sus biógrafos aseguran que semejante esfuerzo live fue lo que lo llevó a la muerte
ES	toxic	y luego que si programo o hago esto o lo otro, no ves que si, no ves que si puedo hacerlo, piskiatras subnormales parasitos sociales
ES	clean	Las fuerzas de seguridad marroquíes arrestaron el martes en Tanger (norte de Marruecos) a 142 emigrantes clandestinos subsaharianos, entre los que se encontraban 55 mujeres, cuando se disponían a atravesar el estrecho de Gibraltar para entrar a Europa pasando por España, indicó una fuente policial
ES	toxic	me folle a una chica fresa por el culo
ES	clean	El conflicto se extiende por toda la región, provocando desastres y terribles consecuencias para todos los implicados.
ES	toxic	negras pata sucia, piojosas y borrachas
ES	toxic	Es naquísimo, limpiarte por adelante como las mujeres
ES	clean	El preservativo debe usarse siempre, desde el inicio hasta el final de cada relación sexual, ya sea vaginal, anal u oral, dado que el semen y los fluidos vaginales no deben estar en contacto
ES	clean	En este caso me refiero al velo, un complemento un tanto anticuado y que, por lo mismo, pedía a gritos un refresh y un toque millennial por parte de las novias
ES	toxic	Viva España la nación, que hicieron de ella una prostituta barata
ES	toxic	Basta de engaños y de propaganda sionista! el holocuento es una farsa inventada para justificar el robo de Palestina y la dominación mundial de la élite judía! despierten, hermanos, y no se dejen engañar por sus mentiras!
ES	toxic	Impresionada todavía por las heces de Leticia Sabater, vamos a tratar el tema de los pelos del chichi, almeja, conejo, patata, vulva, vagina, chocho o como coño quieran llamarlo de Miriam Sánchez, la ex colaboradora de Mujeres y Hombres y Viceversa
ES	clean	@YihiRM como si fuéramos putos nazis 😂
ES	clean	Fua, los refugiados son peligrosísimos. https://t.co/0rXvreJsjf
ES	clean	El niño presenta síntomas de tristeza, o «depresivos»
ES	toxic	Qué fácil es decir que el aborto es un derecho cuando uno ya nació, cuando uno tuvo la oportunidad de vivir, de respirar, de sentir, de soñar. Qué fácil es negarle a otro ser humano la misma posibilidad que tuvimos nosotros. Qué fácil es ser hipócrita y egoísta.
ES	toxic	Nada más sudaca que celebrar un empate como una victoria, manga de mediocres
ES	toxic	En cuanto a ti, pues que te diga, si me das a escoger entre un ciclado de gimnasio que liga por pectoral y un pobre pagafantas gafapasta que liga diciendo haciendo gala de su inteligencia, casi prefiero el cachas; no tengo que oír sus rebuznos
ES	toxic	El coronavirus es una excusa para implantar el Nuevo Orden Mundial, que consiste en un gobierno único, una religión única, una moneda única y una reducción drástica de la población mediante vacunas, chemtrails, alimentos transgénicos y guerras
ES	clean	Yo casi me morí de risa leyendo lo de la temperatura del pedo
ES	clean	La lenta desaparición de los derechos de las mujeres, la invisibilidad de los logros de las mujeres y el machismo incrustado en el gobierno son algunos de los motivos de protestas de los movimientos feministas. Las mujeres exigen respeto y desean una igualdad real, no solo en nombre
ES	toxic	El Kirchnerista es una peste que como una plaga invade el pais, haciendo demagogia, demostrando ignorancia. Tirano, cripto marxista, populista y charlatan.
ES	toxic	Unas naciones que se erigirán, precisamente, desde un modelo de “madre” moderno, blanco y sano, opuesto a las figuras “degeneradas” de la feminidad como la bruja, la cantinera o prostituta, la histérica, la ninfómana y la esclava africana
ES	toxic	No me jodas gordo estúpido, no me fastidies con tu odio
ES	toxic	La culpa es de los padres que las visten como putas. Eso dicen los machistas que justifican las violaciones, los abusos, los acosos, los asesinatos
ES	clean	Muchas veces la gente no entiende que el amor no sigue una sola forma de identidad y que todos somos diferentes
ES	toxic	Pero vamos a ver, si yo me fui de festejo con el bueno de Dick, que me daba de navajazos todos los días y quería que me escaneara las tetas, el juden loco de Yorkie, y el fascista-franquista-centralista del Socio, entre otros
ES	clean	Pero entre los judios existen las bellísimas personas, entre los arabes existen las bellísimas personas
ES	toxic	De los diputados que no saben ni que chingados es la constitución solo puedo decir que son el reflejo de la sociedad, me cae ¿Qué?
ES	toxic	Que falta de cultura y educación la de esos jóvenes que se drogan en la calle, son unos nacos, unos delincuentes, unos lacras de la sociedad, deberían de estar en la cárcel o en un centro de rehabilitación.
ES	clean	La cosa se puso peor cuando me di cuenta de que estaba en un lugar desconocido, a estas alturas mi espalda estaba completamente mojada.
ES	toxic	q gane paulaaa!!! hoy es su nochee! la mole es una verguenza para el pais nos deja a los argentinos como unos villeros,la mole no es para representar la argentinaa es un villeroo, y la gente como es villera qiere q gane ell
ES	clean	mejor mecerme en el abismo de un correoso soltero bipolar
ES	toxic	"Aunque pretenden lo contrario, judíos y sionistas se ríen no sin razón- de los que hablan de ""complot judío"" o de ""conspiración de Auschwitz"", ya que no hay ""complot judío"" (ni tampoco hay complots masónico, jesuítico, papal, americano o comunista) sino un poder judío o una influencia judía; de la misma manera, no hay ""conspiración de Auschwitz"" sino una mentira de Auschwitz; en realidad, las ideas de complot o conspiración, muy preciadas por la tradición judía, deberían permanecer privativas de esta última; erraríamos si hiciéramos uso de ellas."
ES	toxic	La mujer debe cuidar el hogar, no trabajar, experimentar el amor, ser buena madre, ser fiel, dulce, hermosa, entregada y servicial, porque el desconocimiento de los derechos de la mujer aún domina la cultura de muchos países
ES	toxic	Guardia civil, CNP, CNI, parlamento, jueces, instituciones del Estado y medios de comunicación son todos CÓMPLICES de la agenda de EUGENESIA y de depopulación mundial llevada a cabo por el “gobierno” secreto mundial y sus instrumentos: Corporaciones armamentisticas, químicas FARMACÉUTICAS, lobby bancario, industrias petrolíferas; además de la mafia pedófila y de tráfico de niños y personas que viene llevando a cabo desde décadas atrás la empresa más criminal de la historia conocida: La Iglesia Católica-apostólico-romana, a cuyo frente organizan estrategias todavía de peor índole los Jesuítas con su ejército mercenario Blackwater
ES	clean	Nacido en 1928 en el Bronx (Nueva York), el primer recuerdo de Robert era el de un enano de unos dos pies de alto, con el pelo blanco y una barba blanca, que se situaba a los pies de su cama y le hablaba o más bien farfullaba en un idioma que no entendía
ES	toxic	Cómo te vas a casar con una boliguaya, sos un traidor a la patria
ES	clean	Muchos adultos con TDAH también sufren depresión, trastorno bipolar o de otro trastorno del estado de ánimo
ES	toxic	O sea, que doña Nidia, en filibustero rebuzne filosófico a lo socrático sin saber, no se hizo la suiza… sino la sueca
ES	clean	Una dieta libre de gluten, caseína y soja para autismo e hiperactividad y trastornos asociados como el déficit de atención
ES	clean	Se deben desarrollar programas eficaces para promover la igualdad entre hombres y mujeres y asegurar que los derechos humanos sean respetados.
ES	toxic	Y quién podría asegurar que no fueron alguna vez azules de mar gringo, o negros de moro pensamiento, o tal vez esos ojos lavados de galleguito que se perdió en el mar y terminó indiano
ES	toxic	No voy a ir a la fiesta de tu cumpleaños, eres una perra falsa y traicionera que solo sabe joder a los demás.
ES	clean	El del pueblo gitano es un destino trágico, tejido sobre la tristeza y la frustración, el dolor y la violencia
ES	toxic	Ella es la reina de los nacos, siempre hablando pavadas y estupideces, sin tener ni idea de lo q dice
ES	toxic	tambien Aparte es muy bien sabido que las lesbianas resentidas con los hombres se unen al feminismo para joderle la vida a los hombres, aprovechando que este seudomovimiento causa estragos a estos, si yo fuera una mujer y odiara a los hombres creeme que mi primer objetivo seria apoyar dicho movimiento anti hombres pro igualdad jajaja
ES	clean	Un hombre y una mujer son iguales y el trabajo que pueda hacer un hombre lo puede hacer una mujer perfectamente
ES	clean	Los principios básicos de la Ilustración se establecieron al calor mismo de la confrontación, en el proceso de la lucha, a través de la crítica cultural y social en que se empeñaron hombres contradictorios como Voltaire, descreídos y ladino, pero no indiferentes ni evasivos ante la suerte de sus semejantes
ES	toxic	#Sánchez dimisión, no eres más que un traidor a la patria, un títere de los separatistas y los comunistas, un vendepatrias que nos lleva al caos y la ruina. #VivaEspaña #YoConVox
ES	clean	º Un premio de OCHENTA PESETAS Y DIPLOMA al autor del mejor folletito, escrito en dialecto guipuzcoano, haciendo historia de las aguas medicinales de Cestona
ES	toxic	Pero como Macri es idiota y piensa que por que haya una empresa que él subvencionó y se llame Trenes de Buenos Aires no quiere decir que sea suya, ya que él es el gobernador de Capital Federal, no la provincia entera, pero igual le paga a los villeros para que vayan a robar a la estación más grande, y puede robar gana más dinero
ES	toxic	Buenos días, si alguien lo quiere de esta manera, así será, el día que entre el charnego de mierda este, yo me cuidaré de comentar nada en La Galerna, hasta mañana Comunero, por favor, no nos deje sin sus comentarios, que son muy interesantes, por culpa de este patético trolecillo
ES	toxic	la indiada esta fuera de control, el chino Chong es muy debil y todos nuestros problemas son culpa de los españoles por no haber acabado con estos piojosos
ES	toxic	tu suBnormal JA JA seguro que heres un xupon del emule x lo que no creo que el torrent lo uses mucho, llevo yo mas de año y medio usando el Bt
ES	toxic	Con el cuento de que son un peso muerto, nos quieren hacer creer que los jubilados y los negros/as no merecen vivir
ES	clean	No se sientan confiados de que ya existe una vacuna, pues eso hará que se relajen las medidas de salud y se nos vuelvan a incrementar los casos y las defunciones”, alertó el gobernador en sus redes sociales
ES	toxic	sí existen los subnormales y tiene colectivos llamados partidos políticos
ES	toxic	El fascismo no existe sin el comunismo, el comunismo no existe sin el feminismo y el feminismo no existe sin el lavado de cerebro. #DejemosLaIdeologia
ES	clean	Las vacaciones son necesarias. Escapada al Hotel Balneario Vichy Catalan desde 74€ https://t.co/vP5MdTBS3U https://t.co/ikNPelIQK0
ES	clean	derivar en enfermedad cronica «pequinitis» donde uno se pone pejiguero en menos que canta un gallo y por un quitame alla esas pajas y es incapaz de ser feliz en la capital del imperio del centro… Jajajaja, cómo me he reído
ES	toxic	Sois unos traidores a vuestra patria, unos vendidos al islam y unos cómplices de la invasión. No tenéis vergüenza ni dignidad. Sois unos racistas y unos fascistas.
ES	toxic	Lo que más me jode es que estos subnormales se crean los dueños de la verdad, que no admitan ninguna crítica, que insulten y amenacen a quien no piensa como ellos, y que se pongan de víctimas cuando les dicen las cosas claras.
ES	clean	Un virus de origen chino -el ya tristemente célebre Covid-19- arrasaba el mundo mandándonos a casa como única forma de defensa hasta que podamos contar con una vacuna y/o un tratamiento efectivo contra él
ES	clean	El autismo no es una enfermedad, sino una forma diferente de percibir y relacionarse con el mundo, que implica retos pero también potencialidades y talentos.
ES	toxic	¿Qué pendejada es esta? ¿Qué es esta mamada? ¿Por qué este puto pendejo que no sabe ni lo que dice está en el poder? ¿Por qué la gente es tan idiota y lo sigue apoyando?
ES	toxic	A mi lo que me hace gracia, es la pocas luces de mucha gente que piensan que el holocuento se consumo porque lo han visto en videopeliculas que hiceron los yanquis en los liberados campos de concentracion alemanes
ES	clean	Nos sigue quedando sus gentes que son humildes, las marías jugando al bingo, los niños con la pelota a pesar de estar prohibido, los que se quedan hasta última hora porque es cuando mas tranquilo se está y que además se llevan en sus retinas ese atardecer por Puerto Sherry
ES	clean	Es sabido que en los juicios abreviados pueden incorporarse «motivos» de impugnación nuevos, que no figurasen en la demanda, y eso provoca la conocida estrategia de callárselos ladinamente para sorprender al letrado de la Administración
ES	clean	Porque lo crean o no, hoy los periodistas cobramos precios decentes por publicar en la sección de gente de un diario pero precios irrisorios por publicar en la de cultura o internacional, creando así una jerarquía económica que te obliga a preguntarte por qué un divorcio entre estrellas o una foto en bikini se paga bien y pasarte días mojado bajo un huracán, siguiendo el proceso creativo de un artista o tratando de entender y contar por qué un país se echa a las calles pidiendo una vida digna no te da ni para tabaco
ES	toxic	Por éso cuando mamaste polla con la Décima lo primero que dijiste fue «tenemos una gran base de jugadores para seguir construyendo un equipo que haga que lo de este año no sea flor de un día», mientras los ineptos como yo sosteníamos que «la hipoteca de la Décima» había que pagarla
ES	toxic	Wacho, los tucumanos son unos chorros, te afanan hasta el DNI
ES	clean	Por ejemplo, los milénicos son la generación más formada que hemos tenido en EE.UU. También somos la generación más diversa
ES	clean	e diagnosticaron bipolar hace 4 años y desde entonces he pasado por altibajos, medicación, terapia y crisis. No es fácil, pero se puede vivir con ello si se tiene apoyo y se sigue un tratamiento adecuado
ES	clean	Aprendí a tocar la guitarra al revés, porque soy zurda y no había otra opción.
ES	toxic	Se bate sacando cuero en tu boca,muy grande con suerte,no eres nada y ahora ayuda a los demas RCTM
ES	toxic	La ya inveterada costumbre de esta sociedad española, decadente y enferma si no ya muerta, que año tras año, con crisis económicas o sin ellas, celebra estas fechas atiborrándose de sol en las playas levantinas, comiéndose un cordero, la noche de vigilia entre el Jueves y el Viernes Santo y, en general dando por ahí saltos, entre “chiringuitos”, o tirada por los suelos en los aeropuertos, y cargada de maletas, bultos antiestéticos y niños que berrean
ES	toxic	No se que es peor, si los incels que se creen superiores por no tener sexo o los soyeros que se creen progres por aplaudir cualquier basura de Netflix
ES	clean	Fui embajadora no oficial de la cultura catalana en Madrid (viví ahí dos años) y todo mi entorno sabe decir al menos tres frases en català, sabe nuestro 11 de Septiembre, que no somos un dialecto y que San Valentín es de mentira, que lo que vale es Sant Jordi
ES	toxic	"Ya te digo, menuda panda de mongólicos se ha juntado en esa manifestación. Solo les falta llevar un cartel que diga ""Soy tonto y me dejo manipular""."
ES	toxic	todos los gitanos son mierda y estan llenos de dinero de los demás
ES	clean	Pero lo que no sabía es que el feminismo de hoy en día es diferente al de ayer. Ahora El feminismo de la sociedad moderna esta buscando la igualdad entre hombres y mujeres. Está tratando de acabar con todos los prejuicios y estereotipos enfocados en la mujer.
ES	clean	Podéis encontrar el que tenga piscina, cocina equipada, cunas, aquellos que están adaptados para minusválidos
ES	toxic	Mis amigas la comentan pero a mi me da igual que sea vieja jodida, ella me satisface y eso queda mal al decir que a mi me gusta la vieja con sobrepeso y borracha
ES	clean	Hay que recordar que no es lo mismo niño distraído que niño con Déficit de atención (TDA/H), de hecho, la mayoría de los niños distraídos no sufren TDA/H
ES	toxic	Para completar el look de “naca” se debe contar con un par de trenzas para el cabello, para lucir un sentido único de apariencia.
ES	clean	Una de las más importantes costumbres durante la víspera de Rosh Hashaná consiste en tocar el Shofar, un cuerno de carnero, que representa el clamor del pueblo judío al reconocer a Dios como creador
